business_id,business_name,business_address,business_latitude,business_longitude,business_location,inspection_date,inspection_score,violation_id,violation_description,risk_category
34910,Piccolo Italia Pizza,799 O'Farrell St,37.785121,-122.417854,POINT (-122.417854 37.785121),2017-10-11,79,34910_20171011_103139,Improper food storage,Low Risk
1977,BURMA SUPERSTAR RESTAURANT,309 CLEMENT St,37.783004,-122.462539,POINT (-122.462539 37.783004),2017-01-03,91,1977_20170103_103154,Unclean or degraded floors walls or ceilings,Low Risk
62769,Loving Hut Vegan Cuisine,845 Market St FE12,37.784848,-122.406892,POINT (-122.406892 37.784848),2019-01-16,74,62769_20190116_103109,Unclean or unsanitary food contact surfaces,High Risk
3185,PIRRO'S PIZZERIA,2244 TARAVAL St,37.742438,-122.490421,POINT (-122.490421 37.742438),2019-07-09,85,3185_20190709_103139,Improper food storage,Low Risk
2664,Alice's Restaurant,1599 Sanchez St,37.743602,-122.428803,POINT (-122.428803 37.743602),2019-06-13,60,2664_20190613_103108,Contaminated or adulterated food,High Risk
3926,"Espetus Churrascaria, Inc.",1686 MARKET St,37.773317,-122.421724,POINT (-122.421724 37.773317),2019-07-03,88,3926_20190703_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
36673,Mid City Market,868 Geary St,37.786197,-122.417614,POINT (-122.417614 37.786197),2017-06-29,64,36673_20170629_103133,Foods not protected from contamination,Moderate Risk
22304,Julie's Kitchen,50 FREMONT St,37.790897,-122.397318,POINT (-122.397318 37.790897),2017-03-13,94,22304_20170313_103120,Moderate risk food holding temperature,Moderate Risk
39513,Domo,511 Laguna St,37.775902,-122.426174,POINT (-122.426174 37.775902),2017-03-01,90,39513_20170301_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
7491,AUTO CITY Food Mart,505 So. Van Ness Ave,37.764773,-122.417416,POINT (-122.417416 37.764773),2017-11-21,89,7491_20171121_103112,No hot water or running water,High Risk
36523,Marina Theatre,2149 Chestnut St,37.800483,-122.438567,POINT (-122.438567 37.800483),2017-03-14,83,36523_20170314_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
2866,ELIZA'S RESTAURANT,2877 CALIFORNIA St,37.787884,-122.441657,POINT (-122.441657 37.787884),2018-10-23,92,2866_20181023_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3151,New Asia Restaurant,772 Pacific Ave,37.796808,-122.407964,POINT (-122.407964 37.796808),2017-11-30,76,3151_20171130_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
1002,BIG MOUTH BURGERS,3392 24th St,37.752158,-122.420362,POINT (-122.420362 37.752158),2019-05-07,92,1002_20190507_103145,Improper storage of equipment utensils or linens,Low Risk
1829,Nob Hill Cafe,1152 Taylor St,37.793238,-122.412746,POINT (-122.412746 37.793238),2017-09-26,82,1829_20170926_103105,Improper cooling methods,High Risk
38379,Mi Ranchito Produce,2169 Mission St,37.762344,-122.419386,POINT (-122.419386 37.762344),2017-10-30,89,38379_20171030_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
39824,RN74,301 Mission St,37.790958,-122.396042,POINT (-122.396042 37.790958),2019-01-30,81,39824_20190130_103125,Noncompliance with shell fish tags or display,Moderate Risk
10373,El Tonayense #1,1717 Harrison St,37.769426,-122.413446,POINT (-122.413446 37.769426),2019-05-28,65,10373_20190528_103109,Unclean or unsanitary food contact surfaces,High Risk
16349,L's Cafe,2871 24th St,37.752764,-122.409588,POINT (-122.409588 37.752764),2017-04-20,92,16349_20170420_103154,Unclean or degraded floors walls or ceilings,Low Risk
5033,DESTINATION BAKING COMPANY,598 Chenery St,37.734619,-122.432379,POINT (-122.432379 37.734619),2019-08-06,96,5033_20190806_103157,Food safety certificate or food handler card not available,Low Risk
279,Inga Donuts,1026 Hyde St,37.790347,-122.417227,POINT (-122.417227 37.790347),2017-10-10,92,279_20171010_103147,Inadequate ventilation or lighting,Low Risk
544,THAI TIME RESTAURANT,315 08th Ave,37.782534,-122.466615,POINT (-122.466615 37.782534),2019-04-10,82,544_20190410_103115,Other high risk violation,High Risk
4590,TAQUERIA CAN-CUN  RESTAURANT,1003 MARKET St,37.78215,-122.410305,POINT (-122.410305 37.78215),2018-03-21,92,4590_20180321_103138,Improper storage use or identification of toxic substances,Low Risk
121,Akikos Sushi,431 Bush St,37.790643,-122.404676,POINT (-122.404676 37.790643),2017-04-18,90,121_20170418_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
3072,"HOTEL UTAH SALOON, THE",500 04th St,37.779522,-122.398104,POINT (-122.398104 37.779522),2019-07-01,84,3072_20190701_103161,Low risk vermin infestation,Low Risk
3121,Le Central Bistro Corp,453 Bush St,37.790603,-122.405038,POINT (-122.405038 37.790603),2019-02-14,80,3121_20190214_103105,Improper cooling methods,High Risk
3374,Daily Grill,347 Geary St,37.787218,-122.408977,POINT (-122.408977 37.787218),2019-07-25,74,3374_20190725_103142,Unclean nonfood contact surfaces,Low Risk
39776,Duc Loi Supermarket,2200 MISSION St,37.761637,-122.419385,POINT (-122.419385 37.761637),2018-03-20,63,39776_20180320_103114,High risk vermin infestation,High Risk
10877,CHINA FIRST INC.,336 CLEMENT ST,37.783038,-122.462982,POINT (-122.462982 37.783038),2018-01-09,81,10877_20180109_103154,Unclean or degraded floors walls or ceilings,Low Risk
3613,IL PIRATA,2007 16th St,37.765794,-122.406848,POINT (-122.406848 37.765794),2017-11-16,68,3613_20171116_103154,Unclean or degraded floors walls or ceilings,Low Risk
3484,BOULEVARD,1 MISSION St,37.793497,-122.392841,POINT (-122.392841 37.793497),2019-08-29,92,3484_20190829_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
24572,S & T Hong Kong Seafood,2588 Noriega St,37.753608,-122.491313,POINT (-122.491313 37.753608),2018-11-29,81,24572_20181129_103154,Unclean or degraded floors walls or ceilings,Low Risk
11289,STARBUCKS,280 KING STREET,37.776805,-122.393789,POINT (-122.393789 37.776805),2018-03-07,90,11289_20180307_103148,No thermometers or uncalibrated thermometers,Low Risk
665,BRAZEN HEAD RESTAURANT,3166 Buchanan St,37.799218,-122.432517,POINT (-122.432517 37.799218),2016-10-05,83,665_20161005_103150,Improper or defective plumbing,Low Risk
25374,Cafe Destiji,1075 Front St,37.801285,-122.400404,POINT (-122.400404 37.801285),2019-02-05,85,25374_20190205_103154,Unclean or degraded floors walls or ceilings,Low Risk
59826,JANNAH,1775 FULTON St,37.775813,-122.446047,POINT (-122.446047 37.775813),2019-02-07,92,59826_20190207_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
2243,Cafe Claude,7 Claude Ln,37.789857,-122.404302,POINT (-122.404302 37.789857),2019-05-16,91,2243_20190516_103105,Improper cooling methods,High Risk
5191,HAIGHT ASHBURY FOOD PROGRAM,1525 Waller St,37.768731,-122.448908,POINT (-122.448908 37.768731),2018-03-22,96,5191_20180322_103144,Unapproved or unmaintained equipment or utensils,Low Risk
26341,"Natural Market, Inc.",2201 PINE St,37.788113,-122.432147,POINT (-122.432147 37.788113),2019-07-31,96,26341_20190731_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
59331,The Lunch Box,50 Phelan Ave.,37.723638,-122.452273,POINT (-122.452273 37.723638),2019-01-30,85,59331_20190130_103109,Unclean or unsanitary food contact surfaces,High Risk
38458,Kissa Ko,1581 Webster St #195,37.785227,-122.431472,POINT (-122.431472 37.785227),2018-06-06,92,38458_20180606_103145,Improper storage of equipment utensils or linens,Low Risk
2599,HONG KONG RESTAURANT,2728 SAN BRUNO Ave,37.727159,-122.403452,POINT (-122.403452 37.727159),2019-07-23,74,2599_20190723_103103,High risk food holding temperature,High Risk
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,37.786545,-122.419894,POINT (-122.419894 37.786545),2019-03-14,88,320_20190314_103161,Low risk vermin infestation,Low Risk
11034,RITA'S CATERING TRUCK,100 Alemany Blvd,37.736917,-122.40892,POINT (-122.40892 37.736917),2018-12-20,72,11034_20181220_103132,Improper thawing methods,Moderate Risk
5912,ARGONNE ALTERNATIVE ELEMENTARY SCHO,680 18th Ave,37.775155,-122.476785,POINT (-122.476785 37.775155),2017-04-12,96,5912_20170412_103133,Foods not protected from contamination,Moderate Risk
2263,TAIWAN RESTAURANT,445 CLEMENT St,37.782933,-122.464089,POINT (-122.464089 37.782933),2018-05-14,65,2263_20180514_103139,Improper food storage,Low Risk
61641,Donairo's Pizza,6905 Geary Blvd,37.779663,-122.493618,POINT (-122.493618 37.779663),2019-04-16,94,61641_20190416_103118,Employee eating or smoking,Moderate Risk
31568,Taqueria El Sol #2,595 Geary St,37.786709,-122.413068,POINT (-122.413068 37.786709),2019-02-27,81,31568_20190227_103105,Improper cooling methods,High Risk
628,EL BURRITO EXPRESS #2,1812 DIVISADERO St,37.786407,-122.440057,POINT (-122.440057 37.786407),2019-07-29,79,628_20190729_103154,Unclean or degraded floors walls or ceilings,Low Risk
1350,KING OF THAI NOODLE HOUSE,639 CLEMENT St,37.782833,-122.46615,POINT (-122.46615 37.782833),2018-05-16,81,1350_20180516_103144,Unapproved or unmaintained equipment or utensils,Low Risk
1508,Nonna Rose Restaurant,Foot of Taylor St #7,37.795202,-122.413169,POINT (-122.413169 37.795202),2019-04-16,90,1508_20190416_103120,Moderate risk food holding temperature,Moderate Risk
386,ADELITA'S CAKES,3780 MISSION St,37.736304,-122.424432,POINT (-122.424432 37.736304),2017-11-16,84,386_20171116_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
1734,SAI JAI THAI,771 O'FARRELL St,37.785182,-122.417409,POINT (-122.417409 37.785182),2017-11-20,87,1734_20171120_103139,Improper food storage,Low Risk
7762,Liguria Bakery,1700 Stockton St,37.801407,-122.409296,POINT (-122.409296 37.801407),2018-06-22,83,7762_20180622_103102,Unclean hands or improper use of gloves,High Risk
2384,TWO JACKS SEAFOOD,401 HAIGHT St,37.772274,-122.428997,POINT (-122.428997 37.772274),2019-05-07,91,2384_20190507_103154,Unclean or degraded floors walls or ceilings,Low Risk
18616,Kate O'Brien's,579 HOWARD St,37.787248,-122.397632,POINT (-122.397632 37.787248),2019-03-05,87,18616_20190305_103107,Improper reheating of food,High Risk
3373,New Delhi Restaurant,160 Ellis St,37.785465,-122.408851,POINT (-122.408851 37.785465),2017-02-23,82,3373_20170223_103145,Improper storage of equipment utensils or linens,Low Risk
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,37.728458,-122.403991,POINT (-122.403991 37.728458),2017-09-05,73,3862_20170905_103144,Unapproved or unmaintained equipment or utensils,Low Risk
7394,TORINO MARKET,4830 03rd St,37.734392,-122.390972,POINT (-122.390972 37.734392),2017-01-10,88,7394_20170110_103144,Unapproved or unmaintained equipment or utensils,Low Risk
1777,Pete's Deli & Cafe,1661 Divisadero St,37.785124,-122.439874,POINT (-122.439874 37.785124),2019-03-19,81,1777_20190319_103161,Low risk vermin infestation,Low Risk
4509,AFC SUSHI @ SAFEWAY 1507,2020 MARKET St,37.768743,-122.427549,POINT (-122.427549 37.768743),2017-02-09,89,4509_20170209_103105,Improper cooling methods,High Risk
64380,Michael Mina Restaurant,252 California St,37.793338,-122.399583,POINT (-122.399583 37.793338),2019-05-30,88,64380_20190530_103129,Insufficient hot water or running water,Moderate Risk
58576,Thanh Tam II,577 Valencia St.,37.763664,-122.421736,POINT (-122.421736 37.763664),2019-04-16,72,58576_20190416_103102,Unclean hands or improper use of gloves,High Risk
5039,PRESIDIO THEATRE,2340 CHESTNUT St,37.800128,-122.441914,POINT (-122.441914 37.800128),2017-03-14,86,5039_20170314_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
40144,Humphry Slocombe Ice Cream,2790 A Harrison St,37.749851,-122.415121,POINT (-122.415121 37.749851),2017-04-19,91,40144_20170419_103114,High risk vermin infestation,High Risk
38072,6001 California Market,6001 California St,37.783984,-122.481969,POINT (-122.481969 37.783984),2017-08-03,73,38072_20170803_103131,Moderate risk vermin infestation,Moderate Risk
4798,M & M SHORTSTOP,2145 GENEVA Ave,37.708427,-122.420353,POINT (-122.420353 37.708427),2017-09-13,84,4798_20170913_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
21921,Cocobang,550 Taylor St,37.787657,-122.411627,POINT (-122.411627 37.787657),2016-12-30,69,21921_20161230_103129,Insufficient hot water or running water,Moderate Risk
59040,Sun Stream Coffee,2884 Geary Blvd,37.782255,-122.449956,POINT (-122.449956 37.782255),2019-08-16,88,59040_20190816_103157,Food safety certificate or food handler card not available,Low Risk
5892,MISSION HIGH SCHOOL,3750 18th St,37.761425,-122.427293,POINT (-122.427293 37.761425),2016-11-04,98,5892_20161104_103144,Unapproved or unmaintained equipment or utensils,Low Risk
38564,Chili Lemon Garlic,518 Bryant St,37.780914,-122.396389,POINT (-122.396389 37.780914),2019-08-22,87,38564_20190822_103161,Low risk vermin infestation,Low Risk
1122,STARBUCKS COFFEE #531,2132 CHESTNUT St,37.800547,-122.438494,POINT (-122.438494 37.800547),2016-10-14,86,1122_20161014_103131,Moderate risk vermin infestation,Moderate Risk
551,Gordo Taqueria #1,2252 Clement St,37.782107,-122.483631,POINT (-122.483631 37.782107),2017-06-21,76,551_20170621_103143,Inadequate warewashing facilities or equipment,Low Risk
1304,RAIN TREE CAFE,654 IRVING St,37.764128,-122.464961,POINT (-122.464961 37.764128),2018-01-31,79,1304_20180131_103157,Food safety certificate or food handler card not available,Low Risk
7055,EVERGREEN MARKET,2539 MISSION St,37.756385,-122.418816,POINT (-122.418816 37.756385),2019-07-30,82,7055_20190730_103132,Improper thawing methods,Moderate Risk
64161,House of Thai,901 LARKIN ST,37.786119,-122.418182,POINT (-122.418182 37.786119),2018-04-16,96,64161_20180416_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
34814,The Irish Bank Bar & Restaurant,10 Mark Ln,37.790324,-122.404774,POINT (-122.404774 37.790324),2019-02-19,82,34814_20190219_103154,Unclean or degraded floors walls or ceilings,Low Risk
3926,"Espetus Churrascaria, Inc.",1686 MARKET St,37.773317,-122.421724,POINT (-122.421724 37.773317),2016-11-29,90,3926_20161129_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
5998,CENTRO LATINO DE SAN FRANCISCO,1656 15th St,37.766618,-122.421263,POINT (-122.421263 37.766618),2019-04-22,94,5998_20190422_103154,Unclean or degraded floors walls or ceilings,Low Risk
33125,L & L Hawaiian Barbecue,312 Kearny St,37.790947,-122.404026,POINT (-122.404026 37.790947),2019-08-21,75,33125_20190821_103142,Unclean nonfood contact surfaces,Low Risk
4643,CHEUNG HING CHINESE DELI & MEAT INC,323 Clement St,37.782993,-122.462709,POINT (-122.462709 37.782993),2018-01-09,83,4643_20180109_103147,Inadequate ventilation or lighting,Low Risk
38566,Tropisueño,75 Yerba Buena Ln,37.785638,-122.404189,POINT (-122.404189 37.785638),2017-12-06,81,38566_20171206_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
1249,KABABAYAN FAST FOOD,2706 MISSION St,37.753691,-122.418657,POINT (-122.418657 37.753691),2019-07-08,75,1249_20190708_103133,Foods not protected from contamination,Moderate Risk
4533,Gourmet Delight,1045 Stockton St,37.795594,-122.408204,POINT (-122.408204 37.795594),2017-08-01,79,4533_20170801_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
3196,United Irish Cultural Center,2700 45th Ave,37.735943,-122.503086,POINT (-122.503086 37.735943),2018-01-18,90,3196_20180118_103139,Improper food storage,Low Risk
25162,Westin St Francis - Oak Room/Banquet,335 Powell St Lobby,37.7877,-122.408345,POINT (-122.408345 37.7877),2019-06-10,92,25162_20190610_103144,Unapproved or unmaintained equipment or utensils,Low Risk
1724,CAFE MUMS,1800 SUTTER St,37.786498,-122.430283,POINT (-122.430283 37.786498),2018-05-07,77,1724_20180507_103131,Moderate risk vermin infestation,Moderate Risk
64161,House of Thai,901 LARKIN ST,37.786119,-122.418182,POINT (-122.418182 37.786119),2018-10-23,87,64161_20181023_103103,High risk food holding temperature,High Risk
4533,Gourmet Delight,1045 Stockton St,37.795594,-122.408204,POINT (-122.408204 37.795594),2016-12-20,90,4533_20161220_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
949,BUFFALO BURGERS RESTAURANT,5317-19 Geary Blvd,37.780372,-122.476354,POINT (-122.476354 37.780372),2019-02-15,87,949_20190215_103109,Unclean or unsanitary food contact surfaces,High Risk
2750,HAMANO SUSHI,1332 CASTRO St,37.750778,-122.434065,POINT (-122.434065 37.750778),2018-08-01,88,2750_20180801_103154,Unclean or degraded floors walls or ceilings,Low Risk
39667,Peet's Coffee & Tea,595 Market St  Suite #143,37.789437,-122.401111,POINT (-122.401111 37.789437),2017-03-08,83,39667_20170308_103148,No thermometers or uncalibrated thermometers,Low Risk
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,37.721251,-122.437385,POINT (-122.437385 37.721251),2018-01-25,85,827_20180125_103105,Improper cooling methods,High Risk
61460,Pera,1457 18th St,37.762493,-122.397073,POINT (-122.397073 37.762493),2017-01-24,85,61460_20170124_103154,Unclean or degraded floors walls or ceilings,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,37.739207,-122.417447,POINT (-122.417447 37.739207),2017-03-07,92,95_20170307_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1249,KABABAYAN FAST FOOD,2706 MISSION St,37.753691,-122.418657,POINT (-122.418657 37.753691),2017-10-02,78,1249_20171002_103142,Unclean nonfood contact surfaces,Low Risk
18940,Bruno's,2389 MISSION St,37.758914,-122.419036,POINT (-122.419036 37.758914),2018-03-16,94,18940_20180316_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
2777,Starbucks Coffee,052 California St,37.793632,-122.397023,POINT (-122.397023 37.793632),2019-05-16,92,2777_20190516_103150,Improper or defective plumbing,Low Risk
62768,19th Ave Shell,1200 19th Ave,37.765421,-122.477256,POINT (-122.477256 37.765421),2018-04-30,90,62768_20180430_103157,Food safety certificate or food handler card not available,Low Risk
7207,GOLDEN PRODUCE,172 CHURCH St,37.768187,-122.429024,POINT (-122.429024 37.768187),2017-01-05,92,7207_20170105_103150,Improper or defective plumbing,Low Risk
3621,JIM'S RESTAURANT,2420 MISSION St,37.758271,-122.419081,POINT (-122.419081 37.758271),2019-04-18,87,3621_20190418_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
3557,Herlen Place,334 Grant Ave,37.790306,-122.405466,POINT (-122.405466 37.790306),2018-02-06,90,3557_20180206_103139,Improper food storage,Low Risk
10433,Cafe La Taza,470 Post St,37.788128,-122.409705,POINT (-122.409705 37.788128),2017-07-28,86,10433_20170728_103144,Unapproved or unmaintained equipment or utensils,Low Risk
20291,Hazel's Kitchen,1319 18th St,37.762575,-122.395757,POINT (-122.395757 37.762575),2017-10-12,89,20291_20171012_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
19003,Panchitas Restaurant,3091 16th St,37.764903,-122.421609,POINT (-122.421609 37.764903),2017-08-01,62,19003_20170801_103114,High risk vermin infestation,High Risk
1870,Cafe Tiramisu,28 Belden Pl,37.791198,-122.403737,POINT (-122.403737 37.791198),2017-09-13,74,1870_20170913_103139,Improper food storage,Low Risk
32698,Hunan Cafe #2,4450 CABRILLO St,37.773438,-122.506651,POINT (-122.506651 37.773438),2018-04-19,84,32698_20180419_103139,Improper food storage,Low Risk
36786,Muracci's Japanese Restaurant,307 Kearny St,37.790924,-122.404094,POINT (-122.404094 37.790924),2018-01-26,75,36786_20180126_103105,Improper cooling methods,High Risk
7528,Encinal,Pier 41,37.808494,-122.412,POINT (-122.412 37.808494),2018-01-19,96,7528_20180119_103144,Unapproved or unmaintained equipment or utensils,Low Risk
4607,New Golden Daisy,1041 Stockton St,37.795594,-122.408204,POINT (-122.408204 37.795594),2017-02-28,84,4607_20170228_103138,Improper storage use or identification of toxic substances,Low Risk
2758,OSTERIA,3277 SACRAMENTO St,37.788183,-122.446757,POINT (-122.446757 37.788183),2019-05-08,90,2758_20190508_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
26025,Eureka Restaurant & Lounge,4063 18th St,37.760881,-122.434171,POINT (-122.434171 37.760881),2018-10-10,87,26025_20181010_103154,Unclean or degraded floors walls or ceilings,Low Risk
2343,GRAND MISSION DONUT & BAKERY,2195 MISSION St,37.761929,-122.419308,POINT (-122.419308 37.761929),2017-10-30,91,2343_20171030_103104,Unauthorized or unsafe use of time as a public health control measure,High Risk
59638,JR. Seafood LLC,310 Bayshore Blvd,37.74286,-122.405448,POINT (-122.405448 37.74286),2019-04-25,92,59638_20190425_103129,Insufficient hot water or running water,Moderate Risk
15738,Lao Table,149 2nd St,37.787343,-122.398902,POINT (-122.398902 37.787343),2019-06-13,80,15738_20190613_103105,Improper cooling methods,High Risk
3547,Golden Star Vietnamese Restaurant,11 Walter U Lum Pl,37.794555,-122.405724,POINT (-122.405724 37.794555),2019-07-23,90,3547_20190723_103131,Moderate risk vermin infestation,Moderate Risk
3870,LA ALTENA,3346 MISSION St,37.743206,-122.421546,POINT (-122.421546 37.743206),2016-11-29,82,3870_20161129_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
2454,San Jalisco,901 South Van Ness Ave,37.758634,-122.416866,POINT (-122.416866 37.758634),2018-01-24,90,2454_20180124_103154,Unclean or degraded floors walls or ceilings,Low Risk
4959,THAT'S IT MARKET,2699 Mission St,37.753973,-122.418576,POINT (-122.418576 37.753973),2019-07-22,87,4959_20190722_103133,Foods not protected from contamination,Moderate Risk
4794,VICTOR'S,210 TOWNSEND St,37.778634,-122.393089,POINT (-122.393089 37.778634),2019-05-29,87,4794_20190529_103144,Unapproved or unmaintained equipment or utensils,Low Risk
3651,PANCHO VILLA,3071 16th St,37.764897,-122.421234,POINT (-122.421234 37.764897),2019-03-21,90,3651_20190321_103147,Inadequate ventilation or lighting,Low Risk
7216,El Chico Produce Market #2,4600 Mission St,37.724489,-122.435026,POINT (-122.435026 37.724489),2017-05-02,76,7216_20170502_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
33920,Lalita Thai Restaurant & Bar,96 McAllister St,37.780989,-122.413686,POINT (-122.413686 37.780989),2019-02-12,96,33920_20190212_103133,Foods not protected from contamination,Moderate Risk
3850,Thai House Express On Castro,599 Castro,37.759404,-122.434836,POINT (-122.434836 37.759404),2019-09-24,88,3850_20190924_103157,Food safety certificate or food handler card not available,Low Risk
7512,Superette Market,128 EDDY ST,37.784337,-122.409814,POINT (-122.409814 37.784337),2018-06-05,88,7512_20180605_103161,Low risk vermin infestation,Low Risk
3048,Crustacean,1475 Polk St,37.790324,-122.420664,POINT (-122.420664 37.790324),2016-10-18,76,3048_20161018_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
2360,LA TAQUERIA,2889 MISSION St,37.750855,-122.418286,POINT (-122.418286 37.750855),2017-09-20,87,2360_20170920_103150,Improper or defective plumbing,Low Risk
3016,"R & G Executive Lounge, Inc",631 Kearny St,37.794154,-122.404765,POINT (-122.404765 37.794154),2018-10-11,74,3016_20181011_103156,Permit license or inspection report not posted,Low Risk
32578,Peet's Coffee & Tea,1 California St,37.793614,-122.396517,POINT (-122.396517 37.793614),2019-05-03,88,32578_20190503_103150,Improper or defective plumbing,Low Risk
428,Caffe Ambrosia,14 Trinity Pl,37.790109,-122.402597,POINT (-122.402597 37.790109),2017-10-26,98,428_20171026_103144,Unapproved or unmaintained equipment or utensils,Low Risk
34591,La Laguna,3906 03rd St,37.741752,-122.388402,POINT (-122.388402 37.741752),2019-08-21,92,34591_20190821_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
32736,Maru Sushi,529 Powell St,37.789664,-122.408724,POINT (-122.408724 37.789664),2019-05-29,92,32736_20190529_103120,Moderate risk food holding temperature,Moderate Risk
38259,Amber India Corporation,25 Yerba Buena Ln,37.785386,-122.403918,POINT (-122.403918 37.785386),2019-04-15,88,38259_20190415_103157,Food safety certificate or food handler card not available,Low Risk
33911,B Star,127 CLEMENT St,37.783093,-122.460649,POINT (-122.460649 37.783093),2016-10-06,68,33911_20161006_103132,Improper thawing methods,Moderate Risk
36687,Jay's Cheesesteak,3285 21st St,37.756893,-122.420849,POINT (-122.420849 37.756893),2018-01-23,89,36687_20180123_103129,Insufficient hot water or running water,Moderate Risk
438,Hawaii West,729 Vallejo St,37.798494,-122.409337,POINT (-122.409337 37.798494),2018-12-18,77,438_20181218_103144,Unapproved or unmaintained equipment or utensils,Low Risk
2280,SAKANA BUNE RESTAURANT,5701 GEARY Blvd,37.780204,-122.480599,POINT (-122.480599 37.780204),2018-02-22,83,2280_20180222_103162,Other low risk violation,Low Risk
744,Cafe Bellini,865 MARKET St C45,37.784317,-122.407563,POINT (-122.407563 37.784317),2019-02-04,98,744_20190204_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1075,"SANDWICH PLACE, THE",2029 MISSION St,37.764384,-122.419566,POINT (-122.419566 37.764384),2018-04-27,89,1075_20180427_103103,High risk food holding temperature,High Risk
155,CAFE COLE,609 Cole St,37.769303,-122.450724,POINT (-122.450724 37.769303),2017-02-27,79,155_20170227_103114,High risk vermin infestation,High Risk
7772,LA REYNA BAKERY,3114 24th St,37.752549,-122.414425,POINT (-122.414425 37.752549),2017-05-11,88,7772_20170511_103131,Moderate risk vermin infestation,Moderate Risk
36378,Work of Art Catering,1226 FOLSOM St,37.774691,-122.410535,POINT (-122.410535 37.774691),2019-09-10,90,36378_20190910_103144,Unapproved or unmaintained equipment or utensils,Low Risk
217,PROGRESSIVE GROUNDS,400 CORTLAND Ave,37.739143,-122.417653,POINT (-122.417653 37.739143),2017-03-30,92,217_20170330_103142,Unclean nonfood contact surfaces,Low Risk
59935,Zantes Pizza,3489 MISSION St,37.741184,-122.422693,POINT (-122.422693 37.741184),2019-09-04,86,59935_20190904_103142,Unclean nonfood contact surfaces,Low Risk
3522,Bow Hon Restaurant,850 Grant Ave,37.794958,-122.406367,POINT (-122.406367 37.794958),2019-09-10,92,3522_20190910_103142,Unclean nonfood contact surfaces,Low Risk
5301,Tacos San Buena,2598 Harrison St,37.749851,-122.415121,POINT (-122.415121 37.749851),2019-03-04,81,5301_20190304_103109,Unclean or unsanitary food contact surfaces,High Risk
37304,Balompie Cafe No. 3 Inc.,3801 Mission St,37.73598,-122.424438,POINT (-122.424438 37.73598),2018-01-03,76,37304_20180103_103105,Improper cooling methods,High Risk
1322,"LA MEDITERRANEE I, INC.",2210 FILLMORE St,37.789961,-122.433962,POINT (-122.433962 37.789961),2017-11-28,94,1322_20171128_103144,Unapproved or unmaintained equipment or utensils,Low Risk
1582,Caffe Bianco,39 Sutter St,37.790102,-122.401158,POINT (-122.401158 37.790102),2019-07-12,78,1582_20190712_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
5827,HILLCREST ELEMENTARY SCHOOL,810 SILVER Ave,37.729016,-122.419253,POINT (-122.419253 37.729016),2019-09-03,88,5827_20190903_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
3190,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,37.753953,-122.482629,POINT (-122.482629 37.753953),2018-03-07,81,3190_20180307_103120,Moderate risk food holding temperature,Moderate Risk
5817,LAKESHORE ELEMENTARY SCHOOL,220 MIDDLEFIELD Dr,37.730637,-122.4861,POINT (-122.4861 37.730637),2017-01-18,92,5817_20170118_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
9652,TOWN HALL RESTAURANT,342 HOWARD STREET,37.789563,-122.394821,POINT (-122.394821 37.789563),2018-02-22,89,9652_20180222_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
